VRM,Unused1,CAPMan,CAPMod,CAPDer,RegisteredDate,CAPID,Mileage,Unused2,Unused3,Unused4,Unused5,Unused6,Unused7,Unused8,Unused9,Monthly_Clean,Unused10,Unused11,Monthly_Retail,Unused12,Unused13,Unused14,Database,Unused16,Unused17,Unused18,Unused19,Unused20,Live_Clean,Unused21,Unused22,Live_Retail
YC71FBZ,,BMW,3 SERIES SALOON,318i M Sport 4dr Step Auto,28/09/2021,92549,32599,,,,,,,,,20350,,,22750,,,,CAR,,,,,,20350,,,22750
YJ21DCL,,BMW,4 SERIES GRAN COUPE,420i M Sport 5dr Auto [Professional Media],24/05/2021,67434,45000,,,,,,,,,17650,,,20250,,,,CAR,,,,,,17650,,,20250
YJ21DFT,,BMW,4 SERIES GRAN COUPE,420i M Sport 5dr Auto [Professional Media],25/05/2021,67434,33318,,,,,,,,,18950,,,21750,,,,CAR,,,,,,18950,,,21750
YG70HLF,,BMW,4 SERIES COUPE SPECIAL EDITIONS,420d MHT M Sport Pro Edition 2dr Step Auto,26/11/2020,93906,12813,,,,,,,,,29450,,,32500,,,,CAR,,,,,,29450,,,32500
YG70OOF,,BMW,4 SERIES COUPE,420i M Sport 2dr [Professional Media],18/02/2021,67371,19963,,,,,,,,,17450,,,19950,,,,CAR,,,,,,17450,,,19950
YG70RVM,,BMW,4 SERIES GRAN COUPE,420i M Sport 5dr Auto [Professional Media],27/10/2020,67434,33863,,,,,,,,,18050,,,20500,,,,CAR,,,,,,18050,,,20500
YF69KYS,,BMW,5 SERIES SALOON,530e M Sport 4dr Auto,31/10/2019,78816,59537,,,,,,,,,17600,,,20500,,,,CAR,,,,,,17600,,,20500
YJ21DCW,,BMW,7 SERIES SALOON,745e M Sport 4dr Auto,24/05/2021,88568,40863,,,,,,,,,34400,,,39250,,,,CAR,,,,,,34400,,,39250
YJ21DHB,,BMW,7 SERIES SALOON,745e M Sport 4dr Auto,26/05/2021,88568,27840,,,,,,,,,36900,,,41750,,,,CAR,,,,,,36900,,,41750
YJ21DGC,,BMW,7 SERIES SALOON,745e M Sport 4dr Auto,25/05/2021,88568,49986,,,,,,,,,33000,,,38000,,,,CAR,,,,,,33000,,,38000
YL69YLY,,BMW,X2 HATCHBACK,sDrive 18i SE 5dr Step Auto,31/01/2020,87236,32458,,,,,,,,,13950,,,16350,,,,CAR,,,,,,14350,,,16750
YJ21DDW,,BMW,X5 DIESEL ESTATE,xDrive30d MHT M Sport 5dr Auto,24/05/2021,93686,35526,,,,,,,,,40500,,,44250,,,,CAR,,,,,,38600,,,42250
ML20NMM,,BMW,X2 HATCHBACK,M35i 5dr Step Auto,15/05/2020,87243,49028,,,,,,,,,18250,,,21000,,,,CAR,,,,,,18800,,,21500
EK21SGO,,CITROEN,C1 HATCHBACK SPECIAL EDITION,1.0 VTi 72 Origins 5dr,30/04/2021,89093,22420,,,,,,,,,8000,,,9495,,,,CAR,,,,,,8250,,,9750
WL19KRK,,CITROEN,C1 AIRSCAPE HATCHBACK,1.0 VTi 72 Flair 5dr,29/04/2019,84075,21875,,,,,,,,,6975,,,8475,,,,CAR,,,,,,7200,,,8700
FL20VZZ,,CITROEN,C1 HATCHBACK,1.0 VTi 72 Urban Ride 5dr,30/06/2020,84071,23713,,,,,,,,,7000,,,8495,,,,CAR,,,,,,7225,,,8725
YX70VTT,,CITROEN,C3 HATCHBACK,1.2 PureTech 83 Flair Plus 5dr,30/09/2020,91553,35776,,,,,,,,,8375,,,10150,,,,CAR,,,,,,8450,,,10200
WJ70OXS,,CITROEN,C3 HATCHBACK,1.2 PureTech 110 Flair Plus 5dr [6 Speed],26/10/2020,91554,32151,,,,,,,,,8775,,,10595,,,,CAR,,,,,,8875,,,10700
EJ20WKO,,CITROEN,C3 HATCHBACK,1.2 PureTech 110 Flair Plus 5dr EAT6,26/08/2020,91555,31812,,,,,,,,,10450,,,12295,,,,CAR,,,,,,10550,,,12350
AF70BMV,,CITROEN,C3 HATCHBACK,1.2 PureTech 110 Flair Plus 5dr EAT6,02/12/2020,93049,23553,,,,,,,,,11600,,,13395,,,,CAR,,,,,,11700,,,13500
WG70WRZ,,CITROEN,C3 HATCHBACK,1.2 PureTech 110 Flair Plus 5dr EAT6,30/12/2020,93049,28946,,,,,,,,,11250,,,13095,,,,CAR,,,,,,11350,,,13150
MT21CYH,,CITROEN,C3 HATCHBACK,1.2 PureTech Shine Plus 5dr,31/03/2021,95691,38259,,,,,,,,,8900,,,10650,,,,CAR,,,,,,8875,,,10650
MT21CKC,,CITROEN,C3 HATCHBACK,1.2 PureTech Shine Plus 5dr,31/03/2021,95691,37819,,,,,,,,,8950,,,10695,,,,CAR,,,,,,8925,,,10700
MT21CKL,,CITROEN,C3 HATCHBACK,1.2 PureTech Shine Plus 5dr,31/03/2021,95691,43310,,,,,,,,,8625,,,10395,,,,CAR,,,,,,8600,,,10400
MT21DND,,CITROEN,C3 HATCHBACK,1.2 PureTech Shine Plus 5dr,31/03/2021,95691,37235,,,,,,,,,8950,,,10695,,,,CAR,,,,,,8925,,,10700
MT21CWV,,CITROEN,C3 HATCHBACK,1.2 PureTech Shine Plus 5dr,31/03/2021,95691,34547,,,,,,,,,9125,,,10895,,,,CAR,,,,,,9100,,,10900
MT21CVP,,CITROEN,C3 HATCHBACK,1.2 PureTech Shine Plus 5dr,31/03/2021,95691,36533,,,,,,,,,9000,,,10795,,,,CAR,,,,,,9000,,,10800
NU71BNO,,CITROEN,C3 HATCHBACK,1.2 PureTech Shine Plus 5dr,29/09/2021,95691,38213,,,,,,,,,8975,,,10750,,,,CAR,,,,,,8975,,,10750
VK70CTX,,CITROEN,C3 AIRCROSS DIESEL HATCHBACK,1.5 BlueHDi Flair 5dr [6 speed],23/09/2020,85964,44750,,,,,,,,,9300,,,11095,,,,CAR,,,,,,9300,,,11050
CJ21RCO,,CITROEN,C3 AIRCROSS HATCHBACK,1.2 PureTech 110 Shine 5dr,26/07/2021,97160,33304,,,,,,,,,10100,,,11895,,,,CAR,,,,,,10350,,,12150
HK70XSO,,CITROEN,C3 AIRCROSS HATCHBACK,1.2 PureTech 110 Shine Plus 5dr,19/02/2021,97162,32893,,,,,,,,,10700,,,12495,,,,CAR,,,,,,10900,,,12700
MJ70NSF,,CITROEN,C5 AIRCROSS DIESEL HATCHBACK,1.5 BlueHDi 130 Flair 5dr,30/09/2020,87261,36626,,,,,,,,,11650,,,13750,,,,CAR,,,,,,11850,,,13950
DG70PNJ,,CITROEN,C5 AIRCROSS DIESEL HATCHBACK,1.5 BlueHDi 130 Flair 5dr,27/10/2020,87261,34351,,,,,,,,,11750,,,13850,,,,CAR,,,,,,11950,,,14050
SA70UTN,,CITROEN,C5 AIRCROSS DIESEL HATCHBACK,1.5 BlueHDi 130 Flair 5dr,30/09/2020,87261,41309,,,,,,,,,11350,,,13450,,,,CAR,,,,,,11550,,,13650
FG70HXC,,CITROEN,C5 AIRCROSS DIESEL HATCHBACK,1.5 BlueHDi 130 Flair Plus 5dr,16/10/2020,87263,28315,,,,,,,,,12800,,,14895,,,,CAR,,,,,,13050,,,15150
BF70ULR,,CITROEN,C5 AIRCROSS DIESEL HATCHBACK,1.5 BlueHDi 130 Flair Plus 5dr EAT8,12/10/2020,87267,42592,,,,,,,,,13100,,,15195,,,,CAR,,,,,,13350,,,15450
MF70BWH,,CITROEN,C5 AIRCROSS HATCHBACK,1.2 PureTech 130 Flair 5dr EAT8,08/12/2020,92372,41822,,,,,,,,,12050,,,14150,,,,CAR,,,,,,12050,,,14150
LS20OKV,,CITROEN,C5 AIRCROSS HATCHBACK,1.2 PureTech 130 Flair Plus 5dr,31/07/2020,87259,38399,,,,,,,,,12100,,,14195,,,,CAR,,,,,,12100,,,14200
YT70OSJ,,CITROEN,C4 CACTUS HATCHBACK,1.2 PureTech 130 Flair EAT6 5dr,13/10/2020,91252,36012,,,,,,,,,10250,,,12295,,,,CAR,,,,,,10650,,,12650
WL20AUO,,CITROEN,C4 CACTUS HATCHBACK SPECIAL EDITIONS,1.2 PureTech 110 Origins 5dr,23/08/2020,88640,32763,,,,,,,,,8050,,,10095,,,,CAR,,,,,,8350,,,10350
CE21VWP,,CITROEN,C4 HATCHBACK,1.2 PureTech [130] Sense Plus 5dr,31/03/2021,94971,27414,,,,,,,,,11650,,,13650,,,,CAR,,,,,,11750,,,13750
DL21JSV,,CITROEN,C4 HATCHBACK,1.2 PureTech [130] Sense Plus 5dr Auto,26/05/2021,94972,44536,,,,,,,,,10900,,,12895,,,,CAR,,,,,,11000,,,12950
YP68WUD,,CITROEN,C4 SPACETOURER ESTATE,1.2 PureTech 130 Flair 5dr,30/10/2018,83829,43823,,,,,,,,,10950,,,13295,,,,CAR,,,,,,10950,,,13300
YO19ETL,,CITROEN,C4 SPACETOURER ESTATE,1.2 PureTech 130 Flair 5dr,27/04/2019,83829,27007,,,,,,,,,12700,,,15095,,,,CAR,,,,,,12700,,,15100
YD20PZR,,CITROEN,GRAND C4 SPACETOURER DIESEL ESTATE,1.5 BlueHDi 130 Flair Plus 5dr,29/06/2020,91264,41868,,,,,,,,,13350,,,15750,,,,CAR,,,,,,13500,,,15950
MT19WTO,,CITROEN,GRAND C4 SPACETOURER ESTATE,1.2 PureTech 130 Feel 5dr,05/07/2019,83812,39230,,,,,,,,,11400,,,13795,,,,CAR,,,,,,11650,,,14050
DL18GJV,,CITROEN,GRAND C4 SPACETOURER ESTATE,1.2 PureTech 130 Feel 5dr,08/08/2018,83812,28339,,,,,,,,,11350,,,13750,,,,CAR,,,,,,11600,,,14000
PJ14VHZ,,CITROEN,C3 DIESEL HATCHBACK,1.4 e-HDi Airdream VTR+ 5dr EGS,30/05/2014,60318,19826,,,,,,,,,4950,,,6750,,,,CAR,,,,,,5050,,,6850
KR20UFA,,DS,DS 3 ELECTRIC CROSSBACK HATCHBACK,100kW E-TENSE Performance Line 50kWh 5dr Auto,16/06/2020,90729,19508,,,,,,,,,11250,,,13350,,,,CAR,,,,,,11300,,,13400
BT70AWF,,DS,DS 3 ELECTRIC CROSSBACK HATCHBACK,100kW E-TENSE Ultra Prestige 50kWh 5dr Auto,18/11/2020,90731,22361,,,,,,,,,12350,,,14450,,,,CAR,,,,,,12350,,,14450
FD69HFV,,DS,DS 3 CROSSBACK HATCHBACK,1.2 PureTech Performance Line 5dr,20/12/2019,88413,41589,,,,,,,,,10100,,,12250,,,,CAR,,,,,,10100,,,12250
ML70DYU,,DS,DS 3 CROSSBACK HATCHBACK,1.2 PureTech Performance Line 5dr,30/09/2020,88413,39821,,,,,,,,,10700,,,12795,,,,CAR,,,,,,10700,,,12795
KL19FPA,,DS,DS 3 CROSSBACK HATCHBACK,1.2 PureTech 130 Performance Line 5dr EAT8,12/06/2019,88414,48700,,,,,,,,,9900,,,11950,,,,CAR,,,,,,9925,,,12050
KM20ZCZ,,DS,DS 3 CROSSBACK HATCHBACK,1.2 PureTech 130 Prestige 5dr EAT8,09/06/2020,88417,48249,,,,,,,,,11050,,,13150,,,,CAR,,,,,,11000,,,13150
WO21BFZ,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,26909,,,,,,,,,8425,,,9925,,,,CAR,,,,,,8500,,,9995
WO21BKE,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,29759,,,,,,,,,8300,,,9795,,,,CAR,,,,,,8375,,,9875
WO21AUC,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,30753,,,,,,,,,8250,,,9750,,,,CAR,,,,,,8325,,,9825
WO21ARZ,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,35033,,,,,,,,,8050,,,9550,,,,CAR,,,,,,8125,,,9625
WO21AWG,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,36159,,,,,,,,,8000,,,9495,,,,CAR,,,,,,8075,,,9575
WO21AUN,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,31677,,,,,,,,,8225,,,9695,,,,CAR,,,,,,8300,,,9800
WM21ZYJ,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,35367,,,,,,,,,8050,,,9550,,,,CAR,,,,,,8125,,,9625
WM21ZXB,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,35240,,,,,,,,,8050,,,9550,,,,CAR,,,,,,8125,,,9625
WO21BHE,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,35985,,,,,,,,,8050,,,9550,,,,CAR,,,,,,8125,,,9625
WO21AWN,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,24784,,,,,,,,,8525,,,10095,,,,CAR,,,,,,8600,,,10100
WO21ANP,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,34485,,,,,,,,,8100,,,9575,,,,CAR,,,,,,8175,,,9675
WO21AVZ,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,22228,,,,,,,,,8600,,,10095,,,,CAR,,,,,,8700,,,10150
WO21BGU,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,33257,,,,,,,,,8125,,,9625,,,,CAR,,,,,,8200,,,9700
WO21AOV,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,33269,,,,,,,,,8125,,,9625,,,,CAR,,,,,,8200,,,9700
WO21AMV,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,35641,,,,,,,,,8050,,,9550,,,,CAR,,,,,,8125,,,9625
WM21ZZB,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,32599,,,,,,,,,8175,,,9675,,,,CAR,,,,,,8250,,,9750
WM21ZYW,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,33881,,,,,,,,,8125,,,9625,,,,CAR,,,,,,8200,,,9700
WM21ZZA,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,30798,,,,,,,,,8250,,,9750,,,,CAR,,,,,,8325,,,9825
WO21BHL,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,31746,,,,,,,,,8225,,,9695,,,,CAR,,,,,,8300,,,9800
WO21BGE,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,21120,,,,,,,,,8650,,,10150,,,,CAR,,,,,,8725,,,10200
WO21AVU,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,36502,,,,,,,,,8000,,,9495,,,,CAR,,,,,,8075,,,9575
WO21AHU,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,33131,,,,,,,,,8125,,,9625,,,,CAR,,,,,,8200,,,9700
WO21AHX,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,30051,,,,,,,,,8250,,,9750,,,,CAR,,,,,,8325,,,9825
WO21AHJ,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,30644,,,,,,,,,8250,,,9750,,,,CAR,,,,,,8325,,,9825
WO21AWC,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,31320,,,,,,,,,8225,,,9695,,,,CAR,,,,,,8300,,,9800
WM21ZXC,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,33970,,,,,,,,,8125,,,9625,,,,CAR,,,,,,8200,,,9700
WO21AYG,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,36600,,,,,,,,,8000,,,9495,,,,CAR,,,,,,8075,,,9575
WO21AYC,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,33259,,,,,,,,,8125,,,9625,,,,CAR,,,,,,8200,,,9700
WO21AXP,,FIAT,500 HATCHBACK,1.0 Mild Hybrid Lounge 3dr,21/06/2021,92017,25376,,,,,,,,,8475,,,9975,,,,CAR,,,,,,8550,,,10050
